都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
130001,0000000117,東京都,,武蔵野中央公園,ムサシノチュウオウコウエン,,1003a,東京都武蔵野市八幡町二丁目,,35.718669,139.55854,0422-54-1884,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,武蔵野中央公園は、東の井の頭公園、西の小金井公園にはさまれ、両公園のほぼ中央に位置しています。この公園の区域には、戦前、中島飛行機製作所という一大軍需工場がありました。戦後は米軍の住宅用地として使用されていましたが、長い間の住民の要望が実って、公園として生まれ変わりました。この公園の造成にあたっては、既存の「原っぱ」を生かした造園技術が、各所に駆使されています。 大きな「原っぱとスポーツ広場」を中心とした公園で、すがすがしい空気や輝く太陽のもと、四季折々の自然の営みを肌で満喫しながら、各種レクリエーションを楽しんでください。,,http://www.tokyo-park.or.jp/park/format/index059.html,,180-0011,JR「三鷹」・「吉祥寺」から柳沢駅行きバス「武蔵野中央公園」下車 ,1,営業時間7:00～20:00（入庫時間）※出庫は24時間できます。 利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで300円、以後30分毎に100円（駐車場利用料金免除について）。バス利用不可。駐車台数31台（身障者用2台）,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000118,東京都,,武蔵野の森公園,ムサシノノモリコウエン,,1003a,東京都府中市朝日町三丁目、調布市西町、三鷹市大沢五・六丁目,,35.676093,139.522366,042-365-8435,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,この区域は昭和16年、東京調布飛行場として開設されました。その後、陸軍や米軍の管理を経て、昭和49年に全面返還され、調布基地跡地利用計画としてできた公園です。公園の周囲には武蔵野の森が広がり森の緑を背景として美しい景観が楽しめます。また、各都道府県の石が置かれている「ふるさとの丘」からは調布飛行場が一望でき、澄んだ空気の日には新宿副都心のビルを望めます。 公園の近くには味の素スタジアム、東京外国語大学があり、足を延ばせば野川公園や武蔵野公園の散策を楽しめます。 ,,https://www.tokyo-park.or.jp/park/format/index058.html,,183-0003,（北地区）・西武多摩川線「多磨」から徒歩5分・JR中央線「三鷹」南口から　小田急バス　朝日町または車返団地行き「野水一丁目」下車徒歩2分 （南地区）・京王線「西調布」から徒歩15分・JR中央線中央線「武蔵境」南口・京王線「調布」北口から　小田急バス　「大沢コミュニティーセンター」下車徒歩5分 ,1,"【武蔵野の森公園第一駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで300円以後30分毎に100円。バス1時間まで1,000円、以後30分毎に500円。駐車台数：92台（うち身障者用2台）。臨時駐車場有。【武蔵野の森公園第二駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車：1時間まで300円、以後30分毎に100円。バス1時間まで1,000円、以後30分毎に500円。駐車台数：143台（うち身障者用5台）。臨時駐車場有。",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000119,東京都,,明治公園,メイジコウエン,,1003a,東京都渋谷区千駄ヶ谷一丁目,,130.416439,33.588397,03-3821-6145　,,,,月火水木金土日,0:00,0:00,,神宮球場など東京都内のスポーツのメッカ・神宮の森に囲まれた公園です。,,http://www.kensetsu.metro.tokyo.jp/jimusho/toubuk/meiji/index_top.html,,166-0013,JR総武線「千駄ヶ谷」下車　徒歩1分 都営地下鉄大江戸線「国立競技場」下車　徒歩1分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000120,東京都,,夢の島公園,ユメノシマコウエン,,1003a,東京都江東区夢の島,,35.651124,139.82782,03-3522-0281,,,,月火水木金土日,0:00,0:00,,夢の島公園は、ゴミの埋立処理場の跡地に整備され、運河と水路に囲まれた面積43 ヘクタールの総合公園です。 熱帯植物館や各種スポーツ施設、マリーナに面したバーベキュー広場などを有し、四季折々の花が咲き乱れる都会のオアシスです。 中でも熱帯植物館は小笠原諸島の貴重な固有種を含む珍しい熱帯植物が巨大なドームの中でエキゾチックな景観を創り出しており、ゆっくりと楽しみながら植物や植物と人間の関係について学ぶことができます。 休日には子供から大人まで楽しめる様々なイベントやアトラクションも用意されておりますので、ぜひご家族連れでお出かけください,,http://www.yumenoshima.jp/park/,,136-0081 ,電車：地下鉄有楽町線・JR 京葉線・りんかい線「新木場」駅より 徒歩15分。バス：地下鉄東西線「東陽町」から都バス（『木11』系統：東陽町-新木場、東陽町-若洲海浜公園）「夢の島」下,1,24時間利用可能です。（9時間未満）2時間以内300円、1時間ごとに100円。（9～24時間）1000円。（25～34時間）1000円の他に公園駐車料金の通常料金（9時間未満料金）を加算。（34～48時間）2000円。以下同じ体系により加算。＊バイク1回あたり200円,0,,,0,,0,,,,,2019-03-28
130001,0000000121,東京都,,横網町公園,ヨコアミチョウコウエン,,1003a,東京都墨田区横網二丁目３番地２５号,,35.699188,139.796883,03-3622-1208,,,,月火水木金土日,0:00,0:00,,都立横網町公園は、震災戦災のメモリアルパークとして歴史的な建造物及び記念碑が数多く保存されています。また、復興記念館には、震災戦災の惨禍を物語る多くの遺品や資料が展示されています。さらにこの公園は、下町の貴重な緑のオアシスとして、毎日多くの人々が訪れており、お年寄りは日本庭園を散策したり、子供たちは遊具広場で元気に遊んでいます。首都直下型地震が危惧され、世界の各地で今なお戦禍による犠牲者が絶えない時代、今一度関東大震災や東京大空襲の惨禍を思い起こし、防災意識と平和への願いを再確認する場として、本公園をお訪ねくだされば幸いです。,,http://tokyoireikyoukai.or.jp/,,130-0015,ＪＲ両国駅下車　ＪＲ両国駅下車　西口より徒歩１０分都営地下鉄大江戸線両国駅（江戸東京博物館前）下車　Ａ１出口より徒歩２分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000122,東京都,,代々木公園,ヨヨギコウエン,,1003a,東京都渋谷区代々木神園町、神南二丁目,,35.671736,139.694945,03-3469-6081,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,代々木公園は、23区内の都立公園の中で五番目に広く、道路を挟んで森林公園としてのＡ地区と、それとは対象的な陸上競技場、野外ステージなどを備えたＢ地区とに分かれています。かつて陸軍代々木練兵場だったこの場所も、戦後は米軍の宿舎敷地・ワシントンハイツとなり、東京オリンピックの選手村を経て公園となりました。開園当時はまだ若かった木々も、今ではすっかり成長し、隣接する明治神宮の木々と共に緑濃い森を作っています。また平成3年5月には、高さ15m～30mに及ぶ大小3基の噴水や水回廊をもつ水景施設が完成、“水と緑”に恵まれた公園として生まれかわりました。 ,,http://www.tokyo-park.or.jp/park/format/index039.html,,151-0052,JR「原宿」下車　徒歩3分東京メトロ千代田線「代々木公園」(C02)下車　徒歩3分東京メトロ千代田線・副都心線「明治神宮前（原宿）」（C03、F15）下車　徒歩3分小田急線「代々木八幡」下車　徒歩6分　 ,1,"営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで400円以後、30分毎に200円。バス1時間まで1,000円、以後30分毎に500円。※事前に駐車場までご連絡ください。 駐車台数：65台（うち身障者用4台）。臨時駐車場有。※2輪車の利用は出来ません。 ",0,,,0,,0,,,,,2019-03-28
130001,0000000123,東京都,,陵南公園,リクナンコウエン,,1003a,東京都八王子市長房町、東浅川町,,35.649066,139.289172,042-661-0042,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,多摩御陵の南、浅川のほとりにある、明るく解放感いっぱいの公園です。2面ある野球場は予約制で、マチュアチームの試合などに利用されています。春の連休と、夏に開放される「ジャブジャブ池」は子供たちに大人気。浅川を渡って南にある分園には児童遊園があります。前回の東京オリンピックで自転車競技場として使われた後、都立公園となりました。,,https://tamaparks.com/ryonan/,,193-0824,JR中央線「高尾」下車　徒歩20分 同駅から京王バス　京王八王子行き「御陵前」下車　徒歩5分 ,1,利用料金： 無料。利用時間：8：30～17：00（夜間閉鎖）。※野球場利用者については競技終了時刻まで利用可。駐車台数： 39台（内身障者用2台）※駐車場スペースには限りがありますので、公共の交通機関をご利用ください。 ,0,,,0,,0,,,,,2019-03-28
130001,0000000124,東京都,,林試の森公園,リョウナンコウエン,,1003a,東京都目黒区下目黒五丁目、東京都品川区小山台二丁目,,35.624931,139.703329,03-3792-3800,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,ここは明治33年（1900年）6月に当時の農商務省林野整理局が「目黒試験苗圃」としてスタートしたのが始まりで、その後「林業試験場」に名称を変更、林野庁の付属となり昭和53年まで営々として使用されてきました。そして、筑波研究学園都市の建設に伴い、移転した跡地を整備し、「目黒公園」の暫定開放期間を経て、平成元年6月1日に「都立林試の森公園」として生まれ変わり開園しました。この公園は東西に700ｍ、南北に250ｍと細長く、外周の園路をぐるっと一周すると45分程で廻れます。 ,,http://www.tokyo-park.or.jp/park/format/index003.html,,142-0061,東急目黒線・都営三田線・東京メトロ南北線「武蔵小山」徒歩10分JR渋谷駅から東急バス（恵比寿経由）五反田行き（72系統）「林試の森入口」下車　徒歩1分 ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000125,東京都,,蘆花恒春園,ロカコウシュウエン,,1003a,東京都世田谷区粕谷一丁目,,35.661969,139.61091,03-3302-5016,,,,月火水木金土日,0:00,0:00,※サービスセンター及び恒春園区域は年末年始は休業となります。※開園時間　9:00～16:30（恒春園区域）　徳冨蘆花旧宅および蘆花記念館は16:00まで,「不如帰」「自然と人生」「みみずのたはこと」などの名作で知られる明治・大正期の文豪、徳冨蘆花（健次郎）と愛子夫人が、後半生を過ごした住まいと庭、それに蘆花夫妻の墓地を中心とした旧邸地部分とその周辺を買収してつくられました。 蘆花は明治40年2月まで、東京の青山高樹町に借家住まいをしていましたが、土に親しむ生活を営むため、当時まだ草深かった千歳村粕谷の地に土地と家屋を求め、「恒春園」と称し、昭和2年9月18日に逝去するまでの約20年間、晴耕雨読の生活を送りました。 昭和11年の蘆花没後10周年忌に際し、愛子夫人から当時の家屋、耕地など旧邸地の一切が東京市に寄贈され、市では昭和13年、夫人の意向に沿って、武蔵野の風景を保存し、公園として公開を開始しました。これらの建物は老朽化により昭和58年～60年度にかけて改修を行い、「徳冨蘆花旧宅」として、昭和 61年3月10日東京都の史跡に指定されました。蘆花が晴耕雨読の田園生活を送った恒春園区域内では執筆活動等往時の生活の様子を伺い知ることができます。 花の丘区域では公園友の会、地域の小学生達と協働して育てあげた季節の花が咲き揃います。蘆花が好んで育てた花々も園内に彩りを添えます。 ,,http://www.tokyo-park.or.jp/park/format/index007.html,,157-0063,京王線「芦花公園」または「八幡山」下車　徒歩15分京王線「千歳烏山」、小田急線「千歳船橋」間のバス（京王バス）で、「芦花恒春園」下車　徒歩7分 ,1,営業時間：24時間営業。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで300円、以後30分毎に100円。駐車台数：42台（うち身障者用3台）。臨時駐車場有,0,,,0,,0,,,,,2019-03-28
130001,0000000126,東京都,,六仙公園,ロクセンコウエン,,1003a,東久留米市中央町三丁目,,35.750302,139.522698,0422-31-6457,,,,月火水木金土日,0:00,0:00,,この公園は、東久留米市のほぼ中心に位置し、北多摩地域における緑の拠点として計画されました。 雑木林等の武蔵野の原風景を再現し、東京の名湧水にも選ばれている「南沢緑地」の涵養地となるよう、また、災害時等の避難広場としての防災機能をもった公園として整備する予定です。 ,,http://musashinoparks.com/kouen/rokusen/,,203-0054,西武池袋線「東久留米駅」から西武バス「中央図書館」下車　徒歩15分 ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000127,東京都,,和田堀公園,ワダボリコウエン,,1003a,東京都杉並区大宮一・二丁目、成田東一・二丁目、成田西一丁目、堀ノ内一・二丁目、松ノ木一丁目,,35.685224,139.64057,03-3313-4247,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,白山前橋から下流、武蔵野橋までの12の橋にまたがる公園です。和田堀周辺はもともと地盤が低く、善福寺川の氾濫などで自然に池ができるような地形でした。昭和30年代の中頃、河川を改修したときに人工の池を造り、周辺を整備して公園にしました。この和田堀池は、深い緑に囲まれて静かな雰囲気をかもしだしています。池には大小二つの中島があり、都内では数少なくなった珍しい野鳥が棲んでいます。 　川の南側には、大宮八幡宮があり、和田堀公園のアカマツ林と一体となり森をつくっています。 ,,http://www.tokyo-park.or.jp/park/format/index095.html,,168-0061 ,京王井の頭線「西永福」下車　徒歩15分 京王バス、関東バス（京王井の頭線「永福町」駅-松ノ木住宅経由-JR「高円寺」駅または東京メトロ丸の内線「新高円寺」(M03)駅行）「都立和田堀公園」下車 ,1,【和田堀公園第一駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで200円、以後30分毎に100円。駐車台数：15台（うち身障者用2台）。臨時駐車場有。【和田堀公園第二駐車場】営業時間：24時間。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間200円、以後30分毎に100円。駐車台数31台（うち身障者用3台）。 ,0,,,0,,0,,,,,2019-03-28
130001,0000000128,東京都,,旧岩崎邸庭園,キュウイワサキテイテイエン,,1004a,東京都台東区池之端一丁目,,35.70976,139.767205,03-3823-8340,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）休園日：年末・年始(12月29日～翌年1月1日まで)※イベント開催期間及びGWなどで休園日開園や時間延長が行われる場合もあります。,"旧岩崎邸庭園は1896年（明治29年）に岩崎彌太郎の長男で三菱第3代社長の久彌の本邸として造てられました。往時は約1万5,000坪の敷地に、20棟もの建物が並んでいました。現在は3分の1の敷地となり、現存するのは 洋館・撞球室・和館の3棟です。木造2階建・地下室付きの洋館は、鹿鳴館の建築家として有名な英国人ジョサイア・コンドルの設計で近代日本住宅を代表する西洋木造建築です。館内の随所に見事 なジャコビアン様式の装飾が施されていて、同時期に多く建てられた西洋建築にはない繊細なデザインが、往事のままの雰囲気を漂わせています。別棟として建つコンドル設計の撞球室（ビリヤード場）は当時の日本では非常に珍しいスイスの山小屋風の木造建築で、洋館から地下道でつながっていま す。洋館と結合された書院造りの和館は当時の名棟梁大河喜十郎の手によるものと言われています。床の間や襖には、明治を代表する日本画家・橋本雅邦が下絵を描いたと伝えられる障壁画などが残っています。現存する大広間を中心に 巧緻を極めた当時の純和風建築をかいま見ることができます。大名庭園を一部踏襲する広大な庭は、建築様式と同時に和洋併置式とされ、「芝庭」をもつ近代庭園の初期の形を残しています。昭和27年（1952）年に国有財産となりました。戦後GHQに接収され、返還後、最高裁判所司法研修所かどとして使用（～1970年）されました。昭和36年（1961年）に洋館と撞球室が重要文化財に指定。昭和44年（1969年）に和館大広間は洋館東脇にある袖塀とともに、平成11年（1999年）に煉瓦塀を含めた敷地全体と実測図がそれぞれ重要文化財に指定されました。",,https://www.tokyo-park.or.jp/teien/contents/index035.html,,110-0008,東京メトロ千代田線「湯島」（C13）下車　徒歩3分 東京メトロ銀座線「上野広小路」（G15）下車　徒歩10分 都営地下鉄大江戸線「上野御徒町」（E09）下車　徒歩10分 ＪＲ山手線・京浜東北線「御徒町」下車　徒歩15分,0,,1,400,"【入園料】一般400円、65歳以上　200円（小学生以下及び都内在住・在学の中学生は無料）【20名以上の団体】一般320円、65歳以上160円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料※【無料公開日】みどりの日（５月４日）、都民の日（１０月１日）【年間パスポート】一般1,600円、65歳以上800円【9庭園共通年間パスポート】一般4,000円、65歳以上　2,000円",0,,0,,,,,2019-03-28
130001,0000000129,東京都,,旧芝離宮恩賜庭園,キュウシバリキュウオンシテイエン,,1004a,東京都港区海岸一丁目,,35.655799,139.758046,03-3434-4029,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）休園日：年末・年始(12月29日～翌年1月1日まで)※イベント開催期間及びGWなどで休園日開園や時間延長が行われる場合もあります。,小石川後楽園と共に、今東京に残る江戸初期の大名庭園の一つです。回遊式泉水庭園の特徴をよくあらわした庭園で、池を中心とした庭園の区画や石の配置は、非常に優れています。 明暦（1655～1658年）の頃に海面を埋め立てた土地を、延宝6年（1678年）に老中・大久保忠朝が４代将軍家綱から拝領しました。 忠朝は屋敷を建てるにあたり、藩地の小田原から庭師を呼び庭園を造ったと言われています。庭園は「楽壽園」と呼ばれていました。庭園は、幾人かの所有者を経たのち、幕末頃は紀州徳川家の芝御屋敷となりました。明治4年には有栖川宮家の所有となり、同8年に宮内省が買上げ、翌9年に芝離宮となりました。離宮は、大正12年の関東大震災の際に建物や樹木に大変な被害を受けました。 翌年の大正13年1月には、皇太子（昭和天皇）のご成婚記念として東京市に下賜され、園地の復旧と整備を施し、同年4月に一般公開しました。また、昭和54年6月には、文化財保護法による国の「名勝」に指定されました。,,https://www.tokyo-park.or.jp/teien/contents/index029.html,,105-0022 ,JR山手線・京浜東北線「浜松町」下車北口　徒歩1分 都営地下鉄大江戸線「大門」(E20)下車　徒歩3分 都営地下鉄浅草線「大門｣(A09)下車　徒歩3分ゆりかもめ「竹芝」下車　徒歩10分,0,,1,150,"【入園料】一般150円、65歳以上70円（小学生以下及び都内在住・在学の中学生は無料）【20名以上の団体】一般120円、65歳以上50円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料。※【無料公開日】みどりの日（５月４日）、都民の日（１０月１日） 【年間パスポート】 一般600円、65歳以上280円、 【9庭園共通年間パスポート】一般4,000円、65歳以上2,000円",0,,0,,,,,2019-03-28
130001,0000000130,東京都,,旧古河庭園,キュウフルカワテイエン,,1004a,東京都北区西ヶ原一丁目,,35.743102,139.746698,03-3910-0394,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）※六義園ライトアップ期間中は当園の開園時間に気を付けてお越しください。休園日：年末・年始(12月29日～翌年1月1日まで)※イベント開催期間及びGWなどで休園日開園や時間延長が行われる場合もあります。,武蔵野台地の斜面と低地という地形を活かし、北側の小高い丘には洋館を建て、斜面には洋風庭園、そして低地には日本庭園を配したのが特徴です。この庭園はもと明治の元勲・陸奥宗光の邸宅でしたが、次男が古河家の養子になったのち、古河家の所有となりました。尚、この当時の建物は現存していません。 現在の洋館と洋風庭園の設計者は、英国人ジョサイア・コンドル博士（1852～1920）です。博士は当園以外にも、旧岩崎邸庭園洋館、鹿鳴館、ニコライ堂などを設計し、我が国の建築界に多大な貢献をしました。 日本庭園の作庭者は、京都の庭師・七代目植治こと小川治兵衛（1860～1933）の手によるものであり、彼は当園以外にも、山縣有朋の京都別邸である無鄰菴、平安神宮神苑、円山公園、南禅寺界隈の財界人の別荘庭園などを作庭しました。戦後、国へ所有権が移りましたが、地元の要望などを取り入れて、東京都が国から無償で借り受け、一般公開されました。 数少ない大正初期の庭園の原型を留める貴重な存在で、伝統的な手法と近代的な技術の融和により、和洋の見事な調和を実現している秀逸で代表的な事例となっています。また、現存する近代の庭園の中でも、極めて良好に保存されている数少ない事例として重要であることから、平成18年1月26日に文化財保護法により国の名勝指定を受けました。,,https://www.tokyo-park.or.jp/teien/contents/index034.html,,114-0024,JR京浜東北線 上中里駅 下車　徒歩７分 東京メトロ 南北線 西ヶ原駅　(N15)下車　徒歩７分JR山手線 駒込駅 下車　徒歩１２分 都電荒川線「飛鳥山」下車　徒歩18分 北区コミュニティバス（王子・駒込ルート）２０分間隔 　ＪＲ駒込駅より５分・ＪＲ王子駅より２０分　 　「旧古河庭園」下車,0,,1,150,"【入園料】一般150円、65歳以上70円（小学生以下及び都内在住・在学の中学生は無料）※洋館は別途入館料がかかります。詳しくはこちら【20名以上の団体】一般120円、65歳以上50円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料※【無料入園日】みどりの日（５月４日）、都民の日（１０月１日） 【年間パスポート】一般600円、65歳以上280円【9庭園共通年間パスポート】一般4,000円、65歳以上2,000円【旧古河庭園・六義園共通入園引換券（園結びチケット）】一般400円、65歳以上200円※「園結びチケット」は期限がございません",0,,0,,,,,2019-03-28
130001,0000000131,東京都,,清澄庭園,キヨスミテイエン,,1004a,東京都江東区清澄二・三丁目,,35.680676,139.797804,03-3641-5892,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）※イベント開催期間及びGWなどで時間延長が行われる場合もあります。休園日：年末・年始(12月29日～翌年1月1日まで),泉水、築山、枯山水を主体にした「回遊式林泉庭園」です。この造園手法は、江戸時代の大名庭園に用いられたものですが、明治時代の造園にも受けつがれ、清澄庭園によって近代的な完成をみたといわれています。この地の一部は江戸の豪商・紀伊國屋文左衛門の屋敷跡と言い伝えられています。享保年間（1716～1736年）には、下総国関宿の藩主・久世大和守の下屋敷となり、その頃にある程度庭園が形づくられたようです。 明治11年、岩崎弥太郎が、荒廃していたこの邸地を買い取り、社員の慰安や貴賓を招待する場所として庭園造成を計画、明治13年に「深川親睦園」として 一応の竣工をみました。弥太郎の亡きあとも造園工事は進められ、隅田川の水を引いた大泉水を造り、周囲には全国から取り寄せた名石を配して、明治の庭園を 代表する「回遊式林泉庭園」が完成しました。 清澄庭園は、関東大震災で大きな被害を受けましたが、この時図らずも災害時の避難場所としての役割を果たし、多数の人命を救いました。岩崎家では、こう した庭園の持つ防災機能を重視し、翌大正13年破損の少なかった東側半分（現庭園部分）を公園用地として東京市に寄付し、市ではこれを整備して昭和7年7 月に公開しました。また、昭和52年には、庭園の西側に隣接する敷地を開放公園として追加開園しました。ここには芝生広場、パーゴラなどがあります。また、サクラの木が20 本ほど植えられ、春のお花見の場となっています。なお、庭園の方は、昭和54年3月31日に東京都の名勝に指定されています。,,https://www.tokyo-park.or.jp/teien/contents/index033.html,,135-0024 ,都営大江戸線・東京メトロ半蔵門線「清澄白河」(E14･Z11)駅下車　徒歩3分,0,,1,150,"【入園料】一般150円、65歳以上70円（小学生以下及び都内在住・在学の中学生は無料）【20名以上の団体】一般120円、65歳以上50円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料※【無料公開日】みどりの日（５月４日）、都民の日（１０月１日） 【年間パスポート】一般600円、65歳以上280円【9庭園共通年間パスポート】一般4,000円、65歳以上2,000円",0,,0,,,,,2019-03-28
130001,0000000132,東京都,,小石川後楽園,コイシカワコウラクエン,,1004a,東京都文京区後楽一丁目,,35.704864,139.747649,03-3811-3015,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）休園日：年末・年始(12月29日～翌年1月1日まで)※イベント開催期間及びGWなどで休園日開園や時間延長が行われる場合もあります。,江戸時代初期、寛永6年（1629年）に水戸徳川家の祖である頼房が、江戸の中屋敷（後に上屋敷となる。）の庭として造ったもので、二代藩主の光圀の代に 完成した庭園です。光圀は作庭に際し、明の儒学者である朱舜水の意見をとり入れ、中国の教え「（士はまさに）天下の憂いに先だって憂い、天下の楽しみに後 れて楽しむ」から「後楽園」と名づけられました。 庭園は池を中心にした「回遊式築山泉水庭園」になっており、随所に中国の名所の名前をつけた景観を配し、中国趣味豊かなものになっています。また、当園の特徴として各地の景勝を模した湖・山・川・田園などの景観が巧みに表現されています。この地は小石川台地の先端にあり、神田上水を引入れ築庭されました。また光圀の儒学思想の影響の下に築園されており、明るく開放的な六義園と好対照をなしています。なお、当園は昭和27年3月、文化財保護法によって特別史跡及び特別名勝に指定されています。特別史跡と特別名勝の重複指定を受けているのは、都立庭園では浜離宮恩賜庭園と当園の二つだけです。全国でも京都市の鹿苑寺（金閣寺）、慈照寺（銀閣寺）、醍醐寺三宝院、奈良県の平城京左京三条ニ坊宮跡、広島県の厳島、岩手県の毛越寺庭園、福井県の一乗谷朝倉氏庭園を合わせ９ヶ所だけです。,,https://www.tokyo-park.or.jp/teien/contents/index030.html,,112-0004 ,都営地下鉄大江戸線「飯田橋」(E06)C3出口下車　徒歩3分JR総武線「飯田橋」東口下車　徒歩8分JR総武線「水道橋」西口下車　徒歩8分 東京メトロ東西線・有楽町線・南北線「飯田橋」(T06･Y13･N10)A1出口下車　徒歩8分 東京メトロ丸ノ内線・南北線「後楽園」(M22･N11)中央口下車　徒歩8分,0,,1,300,"【入園料】一般300円、65歳以上150円 （小学生以下及び都内在住・在学の中学生は無料）【20名以上の団体】 一般 240円、65歳以上120円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料※【無料公開日】みどりの日（５月４日）、都民の日（１０月１日）【年間パスポート】一般 1,200円、65歳以上600円【9庭園共通年間パスポート】一般4,000円、65歳以上2,000円",0,,0,,,,,2019-03-28
130001,0000000133,東京都,,殿ヶ谷戸庭園,トノガヤトコウエン,,1004a,東京都国分寺市南町二丁目,,35.69872,139.481937,042-324-7991,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）休園日：年末・年始(12月29日～翌年1月1日まで)※GWなどイベント開催期間中は、開園時間を延長する場合もあります。,武蔵野の自然の地形、すなわち段丘の崖にできた谷を巧みに利用した「回遊式林泉庭園」。崖の上の明るい芝生地と崖下の湧水池、樹林で雰囲気が一変する造園手法がみどころのひとつです。ここは、大正2年～4年に江口定條（後の満鉄副総裁）の別荘として整備され、昭和4年には三菱財閥の岩崎家の別邸となりました。昭和40年代の開発計画に対し本庭園を守る住民運動が発端となり、昭和49年に都が買収し、整備後、有料庭園として開園しました。なお、庭園の名称は、昔この地が国分寺村殿ヶ谷戸という地名であったことに由来します。 殿ヶ谷戸庭園は平成23年9月に国指定の文化財(名勝）となりました。,,https://www.tokyo-park.or.jp/teien/contents/index036.html,,185-0021,JR中央線、西武国分寺線・西武多摩湖線「国分寺」下車　徒歩2分,0,,1,150,"【入園料】一般150円、65歳以上70円（小学生以下及び都内在住・在学の中学生は無料）【20名以上の団体】一般120円、65歳以上50円※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料※【無料公開日】みどりの日（５月４日）、都民の日（１０月１日）※起伏の激しい庭園のため、小学生以下のお子様の入園の際は、保護者の方の同伴をお願いしております。【年間パスポート】一般 600円、65歳以上280円【9庭園共通年間パスポート】一般4,000円、65歳以上2,000円",0,,0,,,,,2019-03-28
